URLs Downloaded, size, # of outlinks found, content-type
https://www.bostonglobe.com/news/nation/2017/08/08/salmonella-cases-now-linked-papayas-from-mexico/m5Jgqm0n4b6LmGxn5tE0TP/amp.html,23649,16,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/04/father-daughter-dances-learn-some-new-steps/ZiytwepQPY4RodLXQfr3EJ/story.html,51628,95,text/html
https://www.bostonglobe.com/metro/2017/07/05/discuss-have-you-been-smelling-marijuana-air-boston/p2egYow4IjIgMOe6X0cvZP/amp.html,23249,18,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/19/BostonGlobe.com/Travel/Images/24kosher3a.r.jpg,20352,0,image/jpeg
https://www.bostonglobe.com/metro/2017/06/18/lack-smoke-detectors-blamed-for-deaths-westfield-fire-officials-say/mThRItczQNClJpqa3oJcgI/story.html,45135,94,text/html
https://www.bostonglobe.com/news/nation/2017/07/20/for-time-over-half-people-with-hiv-taking-aids-drugs/L1qLDIvvc8APNLEcUMkmaL/story.html,42914,92,text/html
https://www.bostonglobe.com/news/nation/2017/07/18/officials-boy-among-youngest-victims-opioid-crisis/PFdDEgpHripEZOvguwHtaN/amp.html,23403,16,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/31/discovery-channel-awaits-rediscovery/DvAref8jNbhROaJwFQa7ZM/story.html,48934,108,text/html
https://www.bostonglobe.com/lifestyle/style/2017/09/14/spy-with-little-eye/S8E7p0bHQbonYnXNAQsMEK/story.html,50116,106,text/html
https://www.bostonglobe.com/news/nation/2017/09/05/ash-covers-oregon-cities-wildfire-smoke-chokes-west/MlblPQZBFRKxOJerbAXR6I/amp.html,28115,16,text/html
https://www.bostonglobe.com/lifestyle/style/2017/09/21/bit-brooklyn-brewery-comes-boston/wblOTCBTogB7P6UPcDCoOO/story.html,43584,95,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/17/the-max-for-minimum-still-holds-strong/MMHROdUuC8p2RInuT2ycQM/amp.html,22592,18,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/17/the-military-chic-aviators/CLBJiol8jmUiOhN0NCT8pM/amp.html,25451,18,text/html
https://www.bostonglobe.com/news/nation/2017/08/07/report-reveals-underground-haven-for-heroin-drug-users/qrFoHvmukmCPUG8VuiCj6M/amp.html,26070,16,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/20/BostonGlobe.com/Lifestyle/Images/turner062017METRO24hoarding7.r.jpg,26822,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/15/BostonGlobe.com/Lifestyle/Images/68%20-%20Office%202017%20(1).r.jpg,24347,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/08/16/BostonGlobe.com/Arts/Images/Homesense%20HomeOffice_0300_ALTPlant_GIF16-SR.r.jpg,11239,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/05/BostonGlobe.com/National/Images/db68a7f4a96f4fcc879a5039a0df16e6-db68a7f4a96f4fcc879a5039a0df16e6-0.r.jpg,10128,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/09/21/mom-wants-adult-son-step-home/S2aMOm1umYc4mpFRnGozDN/story.html,48501,94,text/html
https://www.bostonglobe.com/news/nation/2017/02/11/restricted-spyware-used-harass-advocates-mexico-soda-tax/djtXantOe4SyH9dasLYKGI/story.html,49093,94,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/15/BostonGlobe.com/Regional/Images/dtlumacki_plyschool_reg03.r.jpg,31072,0,image/jpeg
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2015/12/16/BostonGlobe.com/Travel/Images/151216_KDB_TRAVEL_012.r.jpg,16282,0,image/jpeg
https://www.bostonglobe.com/metro/2017/07/05/discuss-have-you-been-smelling-marijuana-air-boston/p2egYow4IjIgMOe6X0cvZP/story.html,44116,93,text/html
https://www.bostonglobe.com/lifestyle/2017/09/15/how-make-tom-brady-famous-avocado-ice-cream/4Z5nNzB11Gx4Rfm1b9MUcP/amp.html,24617,18,text/html
https://www.bostonglobe.com/news/world/2017/07/25/charlie-gard-parents-ask-court-let-him-die-home/DfFgd5PIYujqWdp9f5XwkN/amp.html,28223,16,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/10/BostonGlobe.com/Lifestyle/Images/test%202.r.jpg,10510,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/25/BostonGlobe.com/Foreign/Images/cec2e5f431134e07a37e94163e2dc199-0f38ce1a07174f90b476485990ece43d-1.r.jpg,23802,0,image/jpeg
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/11/BostonGlobe.com/Lifestyle/Images/hake3.r.jpg,11265,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/07/16/war-for-planet-apes-bests-spider-man-box-office/3hhdR81sTXM8z3JIDT9UhI/story.html,49396,94,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/03/folklore-forever/qwHKlduuhMsG6nT7g5SCrN/amp.html,22014,18,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2016/04/06/BostonGlobe.com/Lifestyle/Images/panama.r.jpg,17996,0,image/jpeg
https://www.bostonglobe.com/metro/regionals/south/2017/09/22/plymouth-school-opens-with-focus-vocations-well-academics/Q5QGWYn1YNVDIiQIYBGGQO/picture.html?p1=Article_Gallery,56558,115,text/html
https://www.bostonglobe.com/news/nation/2017/08/24/hospital-cited-death-boy-placed-under-heating-blanket/l2dchxmDN0T1TOEIGYJ83J/amp.html,22137,16,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/21/BostonGlobe.com/Lifestyle/Images/BB_23hotticket01_arts.r.jpg,24649,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/07/10/shot-glasses-made-himalayan-salt/BRBGxg8LTSJYDIzgKbS8eM/story.html,42837,95,text/html
https://www.bostonglobe.com/news/politics/2017/09/12/bernie-sanders-health-care-plan-puts-democrats-spot/UHvcsQN1PgbLcaqyA7ZzbM/amp.html,29715,16,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/11/BostonGlobe.com/Arts/Images/Campbell_16fashion01_art.r.jpg,12133,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/09/21/bit-brooklyn-brewery-comes-boston/wblOTCBTogB7P6UPcDCoOO/amp.html,24050,19,text/html
https://www.bostonglobe.com/metro/regionals/south/2017/09/22/new-schools-for-plymouth/esknfG75ZODcrXBMg7lhQI/story.html?p1=Article_Related_Box_Article_More,43816,95,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/20/how-kenyan-safari-gave-birth-clothing-line-and-cause/NeKrEQVkXFe9Oo9sClBO8I/story.html,47057,95,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/13/BostonGlobe.com/Sports/Images/810250488.r.jpg,19986,0,image/jpeg
https://www.bostonglobe.com/arts/2017/08/10/you-validate-the-resistible-rise-sarahah/Uu6v7VLIwau5tm2JFAxbXK/story.html,52194,108,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/16/tanglewood-bso-wades-into-watery-depths-wagner-ring/totqMTeNKo9XHzxwoPALYP/amp.html,27451,20,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/13/sara-campbell-move-headquarters/vSgFsrp2uTvx1YOK10XnvM/amp.html,25771,18,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/12/BostonGlobe.com/Politics/Images/12a3394d979b43ce9a8b709895a25a1b-b3b5ac3ad6284d2b93366097465526b4-0.r.jpg,15164,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/17/BostonGlobe.com/Lifestyle/Images/tangle.r.jpg,37551,0,image/jpeg
http://www.bostonglobe.com/magazine/2015/10/14/why-food-allergy-fakers-need-stop/PB6uN8NF3eLWFjXnKF5A9K/story.html?p1=Article_Related_Box_Article_More,95450,150,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/10/shot-glasses-made-himalayan-salt/BRBGxg8LTSJYDIzgKbS8eM/amp.html,22300,19,text/html
https://www.bostonglobe.com/metro/2017/05/15/ransomware-victims-have-paid-nearly-hackers-far/Hc68qIz4nHMkEL7cZTwMgO/story.html,49106,104,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/16/how-making-relocating-boston-easier-for-employees/BRrwo6ilkTlOF6rrgCnSiM/story.html?p1=Article_Inline_Bottom,54443,108,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/10/patch-nyc-pops-town/Q08EQsMpOqZyGmVAtNbH4I/story.html,42407,95,text/html
http://www.bostonglobe.com/magazine/2017/06/06/what-happens-when-parents-loosen-bit-look-dutch/mVmOHsADKLXwOFF2Y0ISCJ/story.html?p1=Article_Inline_Bottom,51696,101,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/19/did-tom-brady-date-ivanka-trump-scaramucci-seems-think/MzKepDHq1uU6Ovq4o1wxRN/amp.html,26105,21,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/27/get-your-gatsby/xar4y0Kz4KB0BAHrMYtKCN/story.html,46440,95,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/13/dorchester-brewing-has-anniversary-party-tap/XvcMc3VL69ywEHTs3vXS9J/amp.html,24034,19,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work?p1=BGHeader_SectionLink,81441,233,text/html
https://www.bostonglobe.com/lifestyle/style/2017/09/14/spy-with-little-eye/S8E7p0bHQbonYnXNAQsMEK/amp.html,29245,29,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/18/chelsea-manning-jennifer-garner-cynthia-nixon-nantucket-project/A94JBfc2dWU1bEeVQyqmPO/story.html,45249,97,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/16/why-one-company-lets-employees-bring-their-babies-work/DIwJiir379AEwvzZolr9VJ/story.html?p1=Article_Inline_Bottom,53819,108,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/30/BostonGlobe.com/Arts/Images/44comm_09fashion01_arts.r.jpg,34050,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/19/BostonGlobe.com/Lifestyle/Images/cf1217e063034706b858b17e24021782-cf1217e063034706b858b17e24021782-0.r.jpg,30497,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/08/07/insider-cool-retro-looking-kitchen-time/w6JV0Gl4ea2tDWkWM50feO/story.html,42984,94,text/html
https://www.bostonglobe.com/lifestyle/2017/07/11/mother-struggles-with-daughter-insults/BhrJeEj4uiCOP2EIOJDNWN/amp.html,28563,21,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/06/think-nordstrom-for-kids-wheels/VKRozOl4gdMwXVOqObe5rM/amp.html,25567,19,text/html
https://www.bostonglobe.com/lifestyle/names/2016/11/09/fan-trump-gisele-tells-tom-stop-talking-politics/9cxtFXapB1oElshw6tt0PP/story.html,44078,98,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/03/local-eco-friendly-designers-strut-their-stuff-greenfest/O8UwKUVME2tro9X4HxBzoJ/story.html,43207,95,text/html
https://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/17/how-companies-are-taking-headache-out-commuting/xx72SHIYtTwR69KEyhInjP/amp.html,29983,28,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/18/lindsay-shookus-and-ben-affleck-emmys/GEORmeF0mTTv3UYZYAETkM/story.html,43577,96,text/html
https://www.bostonglobe.com/lifestyle/2014/09/11/cup-joe-biden/M4z1xztdfAvJB6oYnXvAuN/story.html,49040,107,text/html
http://www.bostonglobe.com/magazine/2016/11/17/top-places-work/rapIxvmG0hJmKxAIoMnj0N/story.html?p1=Article_Related_Box_Article,41285,95,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/20/think-they-can-dance/1g7KDlEdCUpDFx3dXsQUUI/story.html,42540,95,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/03/BostonGlobe.com/Metro/Images/Boghosian_5district79_MET.r.jpg,19516,0,image/jpeg
https://www.bostonglobe.com/metro/2017/07/08/thousands-turn-out-for-festival-that-unites-through-pizza/7rAIZyS6868O3eQUYM0avI/amp.html,26716,19,text/html
http://www.bostonglobe.com/lifestyle/2015/05/10/the-benefits-slow-parenting/2LImOAIyqElORCStgOADSI/story.html?p1=Article_Related_Box_Article_More,56260,105,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/08/BostonGlobe.com/Metro/Images/pfosi_170708_pizzafestival_14.r.jpg,22310,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/08/11/BostonGlobe.com/National/Images/c80b343b105a45bf8e340a11be5c9cdc-c80b343b105a45bf8e340a11be5c9cdc-0.r.jpg,20987,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/08/03/folklore-forever/qwHKlduuhMsG6nT7g5SCrN/story.html,42072,93,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/16/why-one-company-lets-employees-bring-their-babies-work/DIwJiir379AEwvzZolr9VJ/story.html?p1=Article_story_nav,53819,107,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/21/cover-reveal-for-children-book-marathon-bombing-survivors/CGwvjx9xBHYvO5lQnQz5rK/story.html,45036,96,text/html
https://www.bostonglobe.com/lifestyle/food-dining/2015/11/09/how-does-sandra-smith-take-her-coffee/q6kHNU9l7NTa6SGoss8Q6K/story.html,51385,103,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2016/01/05/BostonGlobe.com/EditorialOpinion/Images/1175174_502854576474499_1046436816_nA.r.jpg,18445,0,image/jpeg
https://www.bostonglobe.com/news/nation/2017/08/11/democrats-target-vulnerable-republicans-health-care/GXOFpoFiTpG4GDS9caM5CI/amp.html,27879,16,text/html
https://www.bostonglobe.com/metro/2017/07/08/thousands-turn-out-for-festival-that-unites-through-pizza/7rAIZyS6868O3eQUYM0avI/story.html,47764,95,text/html
http://www.bostonglobe.com/lifestyle/2017/07/11/mother-struggles-with-daughter-insults/BhrJeEj4uiCOP2EIOJDNWN/story.html?p1=Article_Related_Box_Article_More,53887,110,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/16/tanglewood-bso-wades-into-watery-depths-wagner-ring/totqMTeNKo9XHzxwoPALYP/story.html,49538,97,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/04/from-bar-rose-lobster-dip-and-best-seat-house/nnH8ee9odTOTBzeBZAqSbK/amp.html,23022,19,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/05/BostonGlobe.com/Regional/Images/Talbot_10sonoteworthy02_so.r.jpg,27440,0,image/jpeg
https://www.bostonglobe.com/lifestyle/names/2017/09/20/what-movie-filming-south-end/yqOThidvDTKIC4H0cxNuwM/story.html,43908,96,text/html
https://www.bostonglobe.com/lifestyle/2014/09/11/michael-dukakis-former-governor/GD8qzviQFAiDhPlAJM7MuN/story.html,47967,103,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work?p1=Article_story_nav,81442,233,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/21/new-mutants-producer-says-movie-will-scary-good/mCL2jErMLuJu7gSVDAnQ2I/story.html,50571,97,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/02/BostonGlobe.com/Metro/Images/Elaine%20Boatin%20photo_credit_Michele%20Stapleton.r.jpg,11453,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/06/29/BostonGlobe.com/Lifestyle/Images/doherty_06bar01_arts.r.jpg,27608,0,image/jpeg
https://www.bostonglobe.com/lifestyle/2017/05/23/worker-tries-cope-with-bullying-boss/BlaJLzrt68WcbuBhVaeSFO/story.html,48199,94,text/html
http://www.bostonglobe.com/magazine/2017/06/06/what-happens-when-parents-loosen-bit-look-dutch/mVmOHsADKLXwOFF2Y0ISCJ/story.html?p1=Article_Related_Box_Article,52052,99,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/10/historic-inn-gets-back-its-origins-with-modern-splash/oUMb8zNZq7ArA0CIb1IToO/story.html,48225,97,text/html
https://www.bostonglobe.com/news/nation/2017/07/20/for-time-over-half-people-with-hiv-taking-aids-drugs/L1qLDIvvc8APNLEcUMkmaL/amp.html,21958,16,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/20/how-kenyan-safari-gave-birth-clothing-line-and-cause/NeKrEQVkXFe9Oo9sClBO8I/amp.html,25842,19,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/15/one-lying-picked-for-television/qQUPA0FxeTxfL7W9NVkpfO/story.html,43801,97,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/17/mit-expert-high-and-low-roads-business/vW2stqoc9T6LquRTAXUkRO/story.html?p1=Article_Inline_Bottom,54956,113,text/html
https://www.bostonglobe.com/lifestyle/food-dining/2015/05/05/meet-coffee-crew/6zr2Qdrwr5ZnoRUvlvR0QP/story.html,51908,100,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/19/jeff-bauman-gets-jake-gyllenhaal-talk-about-taylor-swift-sort/24Om6x5IjoY72rVK2r0LaO/story.html,48999,105,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/20/leonardo-dicaprio-foundation-awards-eco-grants/WCFzOjMw3xh9CkekqOyx0L/amp.html,25607,18,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/19/BostonGlobe.com/Arts/Images/Clayton_OneThing01_art.r.jpg,18359,0,image/jpeg
https://www.bostonglobe.com/rf/image_90x90/Boston/2011-2020/2017/08/30/BostonGlobe.com/Arts/Images/03ArtsWoodlandGownbyRickCrangle.psd,2057,0,image/jpeg
http://www.bostonglobe.com/lifestyle/2016/02/09/dealing-with-parenting-boring-side/g1iPW10lm6ndFicJn71o1N/story.html?p1=Article_Inline_Bottom,49313,96,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/20/think-they-can-dance/1g7KDlEdCUpDFx3dXsQUUI/amp.html,21900,19,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/20/BostonGlobe.com/Lifestyle/Images/3e32529511614c5ca3c203d60b660e03-3e32529511614c5ca3c203d60b660e03-0.r.jpg,22569,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/08/17/the-military-chic-aviators/CLBJiol8jmUiOhN0NCT8pM/story.html,46097,94,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/14/tom-brady-discuss-the-method-and-concussions-cbs-sunday-morning/kjlOghkPW2oFY1EugbFDyI/story.html,47122,98,text/html
https://www.bostonglobe.com/lifestyle/food-dining/2014/09/22/ayr-muir-founder-clover-food-lab/egKx9bbys2eZn3nvkrv9aP/story.html,53700,103,text/html
https://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/17/how-companies-are-taking-headache-out-commuting/xx72SHIYtTwR69KEyhInjP/story.html,56493,115,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/11/BostonGlobe.com/Travel/Images/Albanese_24camp01_tvl.r.jpg,20783,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/07/31/the-perfect-basket-take-market/ZA3fzjfkTmqVauBV0JlHHJ/story.html,43269,94,text/html
https://www.bostonglobe.com/metro/2017/09/15/harvard-kennedy-school-rescinds-invite-for-chelsea-manning-serve-visiting-fellow/6CB55Z5tqAb68wm0KEUH6I/story.html,52126,108,text/html
https://www.bostonglobe.com/lifestyle/2017/07/11/mother-struggles-with-daughter-insults/BhrJeEj4uiCOP2EIOJDNWN/story.html,53887,110,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/13/couple-rented-house-friends-now-aren-sure-how-get-them-out/9Y3guh0HHeZxsEaCu3Q0DJ/story.html,49938,94,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/19/patriots-join-party-for-fresh-truck/QZ4k7a73Sg6iOryg10xYkO/amp.html,22506,20,text/html
http://www.bostonglobe.com/business/specials/top-places-to-work/2016/11/16/how-making-relocating-boston-easier-for-employees/BRrwo6ilkTlOF6rrgCnSiM/story.html?p1=Article_story_nav,54443,107,text/html
https://www.bostonglobe.com/lifestyle/2017/09/15/how-make-tom-brady-famous-avocado-ice-cream/4Z5nNzB11Gx4Rfm1b9MUcP/story.html,45262,96,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/19/BostonGlobe.com/Travel/Images/silHandout_24hte02_arts.r.jpg,23349,0,image/jpeg
https://www.bostonglobe.com/lifestyle/food-dining/2015/11/19/how-does-heather-carbone-take-her-coffee/22adQ3PjwDHdTC8425D9wK/story.html,47406,102,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/18/BostonGlobe.com/Arts/Images/Boghosian_FreshTruck2_ART.r.jpg,29026,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2015/06/12/BostonGlobe.com/Lifestyle/Images/06152015_homeliving_photo.r.jpg,14354,0,image/jpeg
https://www.bostonglobe.com/lifestyle/style/2017/07/04/from-bar-rose-lobster-dip-and-best-seat-house/nnH8ee9odTOTBzeBZAqSbK/story.html,44026,95,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/18/chelsea-manning-jennifer-garner-cynthia-nixon-nantucket-project/A94JBfc2dWU1bEeVQyqmPO/amp.html,24158,21,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/13/BostonGlobe.com/Metro/Images/f8c71b59-62ca-4ee2-b1a8-76db2509dd65.r.jpg,21912,0,image/jpeg
http://www.bostonglobe.com/lifestyle/2016/02/09/dealing-with-parenting-boring-side/g1iPW10lm6ndFicJn71o1N/story.html?p1=Article_Related_Box_Article_More,49313,96,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/08/08/BostonGlobe.com/Arts/Images/Handout_13onething01_art.r.jpg,13362,0,image/jpeg
https://www.bostonglobe.com/lifestyle/food-dining/2014/12/18/will-americans-able-taste-cuban-grown-coffee/GqhOEcBkfhfJgylPwUWphL/story.html,53003,108,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/19/dana-delany-returns-for-phillips-academy-fund-raiser/YtenRY7FIyQiNS0s2xhelK/story.html,43058,95,text/html
https://www.bostonglobe.com/lifestyle/style/2017/08/10/nap-conjures-sweet-dreams/qPp5bxNiLCGBlDKo0gYAUK/amp.html,22314,18,text/html
https://www.bostonglobe.com/sports/patriots/2017/09/22/patriots-move-defensive-tackle-vincent-valentine/agh07TWsVMBQ6feTgsRfhJ/story.html,7677,25,text/html
https://www.bostonglobe.com/metro/2017/09/17/chelsea-manning-address-creative-thinker-conference/iSyXitIVIOF3DPBtzjlPkK/story.html,49265,94,text/html
http://www.bostonglobe.com/magazine/2015/10/14/why-food-allergy-fakers-need-stop/PB6uN8NF3eLWFjXnKF5A9K/story.html?p1=Article_Inline_Bottom,95450,150,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/18/BostonGlobe.com/Arts/Images/Hancock_names07_arts.r.jpg,23827,0,image/jpeg
https://www.bostonglobe.com/lifestyle/2017/07/18/woman-tries-repel-friendship-advance/9cHOnUC5EHEOCSo8QH1yKO/story.html,53511,112,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/05/BostonGlobe.com/Business/Images/802101792.r.jpg,15801,0,image/jpeg
https://www.bostonglobe.com/sports/patriots/2017/09/21/rex-burkhead-vincent-valentine-miss-patriots-practice/EZZx26k9yQ0PwuYHJoKjMK/story.html,7643,25,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/14/kelly-clarkson-excited-about-her-mixfest-gig/CGxf4bL83lG4t99mVv3TmK/story.html,46808,100,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/22/BostonGlobe.com/Lifestyle/Images/Boghosian_23cafes6_LIFE.r.jpg,28932,0,image/jpeg
http://www.bostonglobe.com/lifestyle/2017/07/11/mother-struggles-with-daughter-insults/BhrJeEj4uiCOP2EIOJDNWN/story.html?p1=Article_Inline_Bottom,53887,110,text/html
https://www.bostonglobe.com/sports/patriots/2017/09/20/brady-belichick-donate-hurricane-harvey-relief-fund/iURQVgkfZ6AALFydVZmSqI/story.html,8030,25,text/html
https://www.bostonglobe.com/news/politics/2014/09/14/enduring-mystery-what-coffee-served-white-house-mug-empty/l7ZpsDvMoqPb5Li5pw7TGK/story.html,60155,109,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/15/local-authors-make-national-book-awards-nominees-lists/WG8zQ0hZVJTq2d3sk10nWP/story.html,43124,93,text/html
http://www.bostonglobe.com/magazine/2015/04/08/most-stylish-bostonians/VrgRZFSzhUvW08dbOxg2aI/picture.html?p1=Article_Gallery,111872,206,text/html
https://www.bostonglobe.com/magazine/2016/04/13/why-are-men-still-paying-for-women-dates/RT3zjhcqD42cnJdLnOKZEL/story.html,51489,104,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/09/20/BostonGlobe.com/Arts/Images/indian%20tunic.r.jpg,11702,0,image/jpeg
https://www.bostonglobe.com/lifestyle/food-dining/2015/05/19/david-ortiz-serves-dunkin-donuts-coffee/o2otupbQO2jeJTGGUZXRlJ/story.html,48248,101,text/html
https://www.bostonglobe.com/business/2017/09/05/welcome-back-congress-cue-ominous-music/6UL3vIEv1T5DNQVGuyGsrM/amp.html,31636,27,text/html
https://www.bostonglobe.com/lifestyle/style?p1=BGHeader_SectionLink,91076,212,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/20/mike-birbiglia-coming-wilbur-for-five-night-run/8T2kYSN7IEQmXCBk7RU8UM/story.html,43311,96,text/html
https://www.bostonglobe.com/business/2017/09/05/welcome-back-congress-cue-ominous-music/6UL3vIEv1T5DNQVGuyGsrM/story.html,52613,104,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/05/31/BostonGlobe.com/Lifestyle/Images/xxsallyrecbabka.r.jpg,33707,0,image/jpeg
https://www.bostonglobe.com/lifestyle/food-dining/2015/04/10/pavement-coffeehouse-open-sixth-boston-store/QUCJQ8VL2HE9rhZ7MrCJHM/story.html,46882,99,text/html
https://www.bostonglobe.com/lifestyle/names/2017/09/20/gisele-bundchen-was-also-tuesday/m8y5UVJ46L37yKVl5OJEjI/story.html,42967,95,text/html
http://www.bostonglobe.com/magazine/2015/04/08/most-stylish-bostonians/VrgRZFSzhUvW08dbOxg2aI/video.html?p1=Article_Video_More,42102,92,text/html
https://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/26/BostonGlobe.com/Metro/Images/ROMNEY%20TRANSITION-609124.r.jpg,13348,0,image/jpeg
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/28/BostonGlobe.com/Lifestyle/Images/35285_day08_0261.r.JPG,36285,0,image/jpeg
https://www.bostonglobe.com/lifestyle/food-dining/2015/02/10/coffee-caterer-motto-coffee-anytime-anywhere/iwuNURhgUtuQeyXoyJZTcJ/story.html,49199,100,text/html
https://www.bostonglobe.com/lifestyle/style/2017/07/06/beloved-charles-street-boutique-pops-rockport/nVEDMGyNFIyXwejtFiuodN/story.html,43027,94,text/html
https://www.bostonglobe.com/magazine/2015/04/08/most-stylish-bostonians/VrgRZFSzhUvW08dbOxg2aI/amp.html,20177,18,text/html
http://www.bostonglobe.com/rf/image_r/Boston/2011-2020/2017/07/05/BostonGlobe.com/Arts/Images/No6%20Tuna%20Wharf.r.JPG,37005,0,image/jpeg
